 The hotel is a bit tired looking The bed was not to my comfort hard but as we paid a low price for the night stay I was happy to accept  The staff were friendly and helpful 
 The decor is very tired wallpaper curling away from the walls at the corners very faded carpets across the hotel multiple chips and blemishes in the bathroom windows in the bar area have possibly never been cleaned It looks like it would have been a beautiful hotel when it was last refurbished but that very likely wasn t this century The room was very noisy from approx 6am until 1am due to the DLR and the fact a window in the room was broken open and I wear hearing aids so may be intolerable for a normal hearing person The plumbing was dangerous due to the temperature of the shower consistently veering from stone cold to scalding hot causing my partner to get burnt I found the beds to be very firm which isn t to my liking but may be to your liking Reception staff weren t interested in my attempts to point out the broken items in the room and the duty manager fobbed me off by saying to just email them instead It was very difficult to get my booking amended and resulted in over 45mins on the phone using a premium priced phone line being passed back and forth between departments My free upgrade was a nice surprise and the view over Canary Wharf was lovely Cheap compared to other hotels in the area Breakfast was comprehensive and mostly delicious 
No Negative Very comfortable room Bar facilities were excellent Staff were very helpful The concierge got us a taxi straight away with a phone call every time excellent service 
 The whole hotel is very tired and needs to invest in some new furniture My bath was missing a tap cover dirty drain away and dirty soap dish Although the concierge was OTT welcoming when you arrived if you actually needed anything after that he really seemed very off No Positive
 It was kind of shabby It didn t feel that clean  The location was good it was great value for money the staff were helpful professional and friendly 
 Double bed too small would opt for room with king sized bed next time Decor very old fashioned Toiletries minimal No herbal teas  Location staff 
 I forgot my phone charger I left it plugged in to the wall behind the chair had to call 6 times got disconnected each time before someone could tell me they didn t find it I was 100 sure I left it in the room It was only when I was on my way back to the hotel they called me back to confirm that they found it and I could pick it up A lot of hassle for nothing but at the end I am glad I got my charger back  Check in was quick and professional Check in staff was friendly and very helpful The room is out of date but comfortable and good value for the price I paid There is a swimming pool which I didn t use Reception is open 24 hours There is tea and coffee and we even got more when we asked If I am near Canary Wharf again I might pick this hotel again if I can get the same price Ohhh Parking available Very handy 
 The dirt on the main enterance glass  The hotel is in a nice location but the main enterance glass doors need cleaning as it is so dirty and make it look like the hotel it self is not clean however the room was clean and airy The reciption staff where so lovely and friendly every welcoming 
 The pizzeria has the worst pizzas Ive ever tasted Pizza Base not fresh and toppings were bland Very greasy Wasn t happy at all The Indian restaurants food was nice A little salty but I enjoyed it 
 Check in took too long checked in by a trainee Room checked in initially had an issue Duty Manager took so long to rectify problem  The room we were upgraded to
 Small room when you compare the price and pics also you booked double bed and got two single beds are made by homel and between two single beds there is a long line and when you r sleeping disturb you alot and pay for this 109 pound no free Wi Fi as well To be honest I stayed many hotels 3 stars 4 stars and etc but this hotel 4 stars and give you nothing if I can rate the hotel again I would like to give 2 stars Overall very disappointing time so next time never again  Not some much things really 
 Decor was dated lots of wear and tear in both room and bars walls paper thin didn t get a good sleep due to noise won t be returning or advising anyone to stayNo Positive
 Building work around hotel makes transiting to from Canary Wharf difficult Hotel very tired and windows filthy Restaurants mostly appear closed Staff in general seem very inexperienced and not interested Bed was extremely firm and therefore too painful to sleep on Give this one a miss  The location
 We were on honeymoon and although given an upgraded room which was very nice of the staff our bed was two singles put together so that wasn t as good but still comfortable Haveing to pay for wifi access was a pain and even though you could have 2 lots of 20 minutes free time per day in your room this wasn t long enough especially when trying to plan activities and transport for the day There was alot of building work happening right outside our window so this didn t give us the best view but didn t interrupt our say atall as we spent most of our time out of the hotel only returning in the evening Room decor was very dated and aged as wallpaper was peeling away in places and there was scratches on the walls also so could do with some modernisation but overall good  Comfy bed breakfast lovely and plenty to choose from Staff very helpful and friendly lobby was nicely presented and bars and restaurants in the hotel were very good 
 Useless bunch of people at hotel reception Everyone asked and stated somewhat different about the payment status of my room needs to send around credit card details and whatnot over email room was prepaid in advance by the way No Positive
 Bed was very uncomfortable springs digging in my ribs all night No window in the room for an extortionate price House keeping came at 8am Breakfast was average food looked like it has been standing for a long time  Efficient reception staff Room was clean 
No Negative Room was warm not sure if the A C was working I put on the fan at point 3 but I still felt room warm hot luckily I spent only couple of hours in the morning else I would have been roasted chicken
 Faded glory Lovely chandelier in the room but with wallpaper peeling off stained chairs and marked carpet it was a tired looking room If it was an upgrade to executive I would not fancy the standard room  Good breakfast selection although we had to pay 13 50 each Impressive lobby We were upgraded to executive room at reception One stop to o2 arena on underground 
 Bed could have been a little comfier My room was a vast interal room a little strange not having a window but the height of the ceiling helped to not make it too claustraphobic My main problem was noise from some other residents 2 doors down from me at 2 30 am who carried on partying until 3 30am Really antisocial when you have to be up at 6am for work however not really the hotels fault No Positive
 If I had to say something negative it would be about the simplicity of the bar  Nice clean hotel staff were friendly and helpful Late bar and pizza take away for residents was very much appreciated 
 I had stayed here on three previous occasions so was a little disappointed to find that the d cor had just grown even more tired than usual Little things that for the price paid should have been fixed as part of the day to day maintenance The bathroom had mould in along one side of the bath the fitting for the soap dish was loose and fell off when I knocked it The tap covers on the shower were missing and so the whole thing just looked dreadful In the room itself the bed was very hard and uncomfortable and parts of the paper had started peeling off the walls there were water stains where the kettle had been boiled against the wall Why oh why does a business based hotel in Canary wharf charge for internet It s difficult to login and the hassle and payment just made me want to cry in the end I gave up and used my work phone to get internet access The breakfast in such a prestigious hotel needs looking at food was either cold overcooked or both many of the items in the hot buffet tasted like they had been sat in the heating trays for a couple of days a tray of fried eggs fresh from the kitchen had yolks that were rock solid the first day I gave it the benefit of the doubt but the second day just awful Check in was a tortured affair with a not fully trained member of staff left unsupervised it took four goes to get a card authorised then the extras were not added so the fifth time we were lucky I was asked three times if I had a car and normally this would not be problem but at 10 30 at night after a busy day I could feel my patience getting tested Britannia if you want your guests to enjoy their stay you need to get check in sorted and more efficient  The location is excellent for Canary Wharf The room was very clean and basically comfortable the facilities on offer are generally acceptable and there are three types of food in the hotel itself ideal if you are tired and not wanting to go far 
 This hotel is one of the worst hotels I have stayed in for some time The room was tiny and very hot The a c did not work properly The restaurant was dreadful Almost inedible pizza The car park was like some kind of building site Everywhere was tatty and in need of refurbishment I ve known hotel stays at budget hotels better than this Not good enough  Nothing 
 free wi fi in the room only for 20 minutes todays is really funny and adapter not to lend only possibility to buy for 5 pounds are you joking No Positive
 sick to death of queuing in reception systems used are completely inadequate for the demand  helpful of staff in sports bar when ordering food nothing too much trouble
 I would never stay here again as the lady on reception was the rudest person I had come across She needs a lesson in customer service She kept trying to grab a Groupon leaflet that we said was not for this she was awful Then tried to put us in a dearer room which we did not want When we left she did not even thanks us for staying We said bye and completely ignored us I was disgusted She was European and youngish Dreadful lady and I am sure she has had many complaints as was so rude  Location
 Furniture was falling apart No air con The air conditioning didn t work had to wait an hour for someone to come and all they did was open window would never waste my money there again 
 old plugs burn out my travel adaptor no free wifi for residents only 30 min free wifi and you have to sign up with an email address great area close by transports and restaurants carpet dark room not great lighting no plugs close by the bed
 Sunday morning at 2 00am the fire alarm in our room went off and then stopped after around 2 3 minutes No one rold us what was going on Window we re really dirty and backed onto a building site which started up at around 6 30 Monday morning this room was supposed to be an upgrade from our original booking When having our room cleaned staff gave more tea coffee but no milk and dirty towel still left on floor when we got back Verbal fight in the lobby on Saturday evening between a drunken couple swearing and threatening eachother Went on for a good 1 2 hours before anyone decided to get rid of them  Staff cleaned room whilst we were out
 Room was not good as no window and the hotel price is too much for the booked room specially as breakfast was not included location of the hotel was closer to Excell London Exhibition where my conference was held It was not so far from Metro underground station
 The room and facilities were generally worn The bed was well used and therefore had grooves The room was very hot and difficult to cool down and no windows opened I had to change room as the TV in my first room did not work The staff were reluctant to move me which I understand but having a working TV when travelling alone is a basic expectation This is a one night max hotel staying for any longer would not be tolerable No Positive
 The hotel is a bit dated but has a good location Our carpets were ripped and coming off the floor he bathroom had a strange smell We were on the 7th floor and after a tiring day going around London all we needed was a good sleep only to be woken around 3 am by a drunk woman banging on someone else s door We rang reception who then came and got the woman out but she was back within half an hour which meant we didn t sleep thereafter The staff the next morning did not offer an apology and told us they were unaware this had happened We were given an email address to complain if we felt like it No Positive
 The staff and the manager are lacking adequate customer care The facilities in the room were dated likewise the decorations The toilet seat was broken on checking in the room and after been reported to the reception was told to come down from 10th floor to the reception to collect new magnetic door card for another room Only by citing lack of customers due care that the reception changes the decision to send someone to bring the new card and show us the new room having to carried our luggages without offering assistance The second room too has a poor t v reception and only to report that once again and to be told that it will take almost 25minutes for someone to come and resolve the issue It was a real nightmare and poor value for money despite the upgrade The breakfast was very dried up especially the fried eggs bacon and sausages The breakfast restaurant also dated and opened floor panels showing rotten floor boards with different patches on the carpets The hotel used to be our family Xmas dinner and last attended about 10years ago and seeing the same floor carpets layouts and decorations still remained the same not to talk about the underground car park unkept  The location was superb
 i booked a double bed room and ended up with two single beds which also had a dead fly on the bed upon arrival bed sheets were quite hard on the skin which isn t the best for someone who has eczema  location was very good short walk away from canary wharf station
 1 No wake up call on my last day 2 Easy armchairs left a lot to be desired 3 Construction Site all around hotel 4 DLR was very close and noiseyNo Positive
 Free WiFi did not work in my room as advertised so I did not try paid WiFi There was a Jacuzzi in the bath but it did not work  The bed was very comfortable as was the pillow 
 The Hotel was dirty windows very smeared and streaked so could not see outside the bed was like sleeping on an ironing board and the pillow the same Breakfast was truly disgusting mess everywhere in the dining hall salt and pepper missing out of virtually every cruet pot the self service area was a mess the scrambled egg was dry like rubber the porridge was caked 3 inches deep to the wall of the cooking pot the bacon was a blue grey colour the fried eggs were swimming in oil the sausages were deep fried to cremation the coffee smelled terrible cheap the staff had no care for their jobs with what appeared non existent staff motivation and the cook s clothing was badly stained and dirty yet he was allowed to come out to the dining area to replenish food supplies with even more sad looking food if I was assessing this my profession is in internal auditing establishment from a company perspective I would fail it on many levels where food and staff were concerned and would insist on a plan of action by the General Manager to vastly improve immediately No Positive
 The room was way to hot even thought the fan was on  i like how suitable it was for me and my partner and how close it was to the underground and how friendly the staff are how lush the food it and how clean the place is 
 1 The bathroom looked like a converted disabled toilet The mirror was so low I could t see above my chest Also the basin was so small it s a good thing I stayed for just one night and didn t need to shave or I would have struggled with the low mirror 2 Confusing room numbering and directions to the room very nonsensical  the size of the room I didn t mind that it didn t have a window
 Room on the 2th floor was very noisy due to I believe a broken ventilation system just outside the window I usually do not have problems with noise but that was a bit too much Could not sleep the whole night Needed to change room They kindly assigned me a new room on the 9th floor much better but I could still hear the noise First time in quite a long time that I do not have free wifi in a hotel room Room furniture might need renovation Breakfast variety and quality might be improved  Kindness of staff Very responsive and helpful Size of the room Position very close to Canary Wharf metro station 7 8 minutes walk 
 We had 4 cleaners house keeping knock on our door between 7 and 8am they knocked and walked in to the surprise of me and my partner sleeping in bed With the do not disturb sign  The bed was comfy The shower was nice and powerful Excellent placement for the O2 Arena
 If I had to be really picky think of just one thing for a hotel room that felt luxurious in every other way there were no large bath towels Everything Proximity to Canary Wharf Docklands standard of hotel facilities feels especially luxurious for the price within London hotel room incredible for price location with floor to ceiling windows kingsize bed sitting area dining table chairs cabinets large bathroom with jacuzzi bath etc Amazing 
 They didn t warn you that the hotel is near a construction so it is very noisy even in weekends 7 am Soft mattress the water kept running out off the shower When I called to reception complaining about it they asked me to come downstairs to get an email So I had to go downstairs at the middle of the night and after they gave me the email to send my complaint I asked to talk with the night manager Although he was there he took his time to attend me He ordered me to sit down Because I refused to do it he left me talking by myself Very rude and impolite I wrote to the email they told me asking for refund and until now there has not been any response from the hotel The business I attended was with London people and when I shared my experience they told me that the hotel has a very bad reputation on customer service but it was too late This have been one of the worst hotels I ve ever stayed I was so angry because when booking I asked for a quiet room They should have told me of the near construction  I must say that the only thing good about this hotel was the food Everything else was a disaster 
 I had no room in my window It was extremely hot and the air con didn t work AND i wasn t allowed to use the facilities without paying an additional charge Absolutely outrageous I was there for work and unfortunately did not sleep well for 3 nights What hotel in their right mind would put a guest in their room without a window For such a prestigious hotel I was extremely disappointed No Positive
 We were several People for a conference The room temperature ranged from 18 to 30 degrees and was impossible to control with the aircon heating control I used an electric heater provided in the room all night long which I fear could pose a serious fire risk No Positive
 On check in nobody gave me the option for breakfast Booked a room without window but had a broken window Reported this at 3am as it was freezing and a chap tried to fix it but couldn t and then left No Positive
 The tv didn t work and Also the bubbles didn t work in the bath The bar staff were more helpful than the lady on reception And we liked the bed and room
 The views were bad all we could see were offices and the hotel in front of us The wallpaper was old and falling apart in the room and in the whole hotel in general the hotel itself was quiet rundown and needs some love and affection Also there are tones of road works around the hotel with various roads leading up to the hotel closed which made it quiet complicated to reach the hotel Not the best location in the world and wouldn t go back  The bed was quiet comfortable and the size of the overall bedroom and bathroom was good 
 Nice hotel but a bit tired inside for example the main staircase carpet is showing lots of wear Breakfast is OK but limited choice particularly if you don t want a Full English  Decent sized double room 5 Minute walk to bus DLR or Tube or most of the offices around Canary Wharf 
 Although we did get an upgrade on arrival from a room with no window to one with a window the beds were too hard and the noise from outside consistently noisy through the night which meant we did not get hardly any sleep We paid for breakfast at the hotel as it wasn t in our room rate it was very expensive 13 50 each and the quality of the food and the service was poor We would not stay at this hotel again or recommend it to anyone else  The building and hotel generally in arrival look good The communisl areas were also good and the staff were friendly 
 The rooms are very old fashioned It stank of stale cigarettes It was dusty and the bed sheets were stained Was surprised as its a 4 star would rather pay a bit exta for somewhere nicer needs a revamp The view and room service was good
 The hotel is very tied and needs a good overhaul The bed was not good slept on springs Too much building work going on around the location however this is no fault of the hotel The swimming pool area is very dated and not the cleanest I ve seen  The price was good for what you got location good The staff were friendly 
 Establishment looks a little tired could do with a refurb or touch up inside Beds were a bit hard and uncomfortable to sleep on room could be a little cleanlier In house Pizza restaurant was a little disappointing quality of the pizzas could be improved  Staff were very friendly and helpful nice bar lounge area Easy to get to the 02 arena 
 You can get attacked by gangs right in front of the hotel and there will be no security to protect you People from a different pub came to help thankfully No Positive
 Staff were very unpleasant Chair broke in room and could have been seriously injured Also threatened to charge us for it when it had been previously broken and still left in our room Had to pay to use the gym  Location
 Although overall very clean shower curtain over bath was a bit mucky at the bottom  Nice clean room Had booked windowless room as only there one night for visiting my daughter but got free upgrade to windowed room Did not eat there only had coffe and tea in room 
 When I arrived with my husband I was asked if I wanted to upgrade to a window room as I only had room without window so I agreed only if my view wasn t construction sight female gave me me a room with windows but only had view of construction sight do had to go and ask to move which I moved to room 810 which annoyingly had to separate single beds I then ordered a pizza at 12pm from food counter went to collect and was told it would only be another ten minutes so I waited and waited to then be told they have no pizza I waited an hour with no apology just that they HD need busey so wasn t happy also I thought the whole pool area could do with a refurbished as very dirty The hotel itself was OK location not to bad staff helpful sort of
 It was a bit dated paint peeling off the wall in places and old decor but all this hotel needs is a bit off a face lift  It s location is great and the bathroom was nice and big we only stopped the one night but everything was good the food was fine the drinks were a good price something like 3 50 for a bottle of beer Nice views from the public areas decent gym and pool 
 Room was dirty including weird flies in March Breakfast was disgusting Cost only 10 Pounds but I could not drink the coffee and eat the food Staff was unfriendly I wanted to return my pre purchased breakfast vouchers but they did not let me I did not dare to check out the gym and spa It was cheap compared to real hotels
 We had to pay for hotel parking old decor that is beaten It was a 4 star hotel some time ago but not sure this is the case anymore  Good price I had even a free upgrade from a no window room with double bed to a room with twin beds and window with a really nice view I didn t even ask for it it was offered to please us better so that s nice 
 All we heard at night was creeking metal from building site and the beds was not comfy at all woke up with bad back the duvet covers were not big enoughNo Positive
 The decor throughout is very dated and tired in parts of the communal areas the carpet was thread bare and had been repaired with duck tape Our room was particularly shabby definitely NOT a 4 star hotel  Breakfast was good
 I booked a double bed and got two single beds and the kettle wasn t working and to have someone keep knocking the door at 8am the cleaners put me in a bad mood The staff late hours of the night
 Everything else about the hotel was crappy No where near 4 star Hotel was tired the toilet flush didn t function properly and was leaking all night and the maintanence could come only in the morning There were construction around and extremely loud  Location was decent
 The bed was making sounds It was a double bed but they had put two single beds next to other The room was extremely cold with no heater You pay extra for the Internet  Location
 Nevertheless there are number of things that can be improved and not all will have an impact on their profitability 1 Internet in the room has to be paid Most of the hotels include this in the daily rate and even if I paid once for the service I had several problem of connection actually money wasted 2 Water in the room 1 or 2 500 ml bottles is a normal practice in good hotels 3 Flexible breakfast arrangement allowing the guest to have a breakfast whenever she he wants is to me a better arrangement than obliging to commit all days of the reservation 4 The room service was not efficient and in 2 occasion I had to remind the reception of doing the room In one instance they forgot to do the room and then in the afternoon was too late I also asked twice to have the shampoo and shower gel In both occasion they forgot to supply the material 5 The telephone in the room is not designed to make national and international calls so basically this hotel is not good for business trip when conf call are needed 6 After 7 days having paid a fair amount I have asked for a late check in I had to pay GBP10 for each late hour Although I got a GBP10 discount to be honest most of the hotels has given me this for free I have never paid a penny for a late check out 7 When in the hotel restaurants I had to pay straight away rather than paying the difference at the check out Very disappointing to order coffee lunch and whatever else and be always with a credit card or cash to pay the balance immediately 8 Breakfast not a good selection of food Croissants and ham were really bad 9 To access the swimming pool and or the gym there is an entrance fee if I did not misunderstand again most other hotels offer this service for free 10 The bed was with thin mattress and during the night I could feel the springs jumping and making strange noise Not very comfortable  Location maybe competitive price
 The temperature in the room was sweltering Just plain H O T It was a nice and sunny 15 degrees Celsius outside I entered the room and the thermostat said it was 23 5 degrees in the room I turned it all the way down to 16 as low as it would go but when I woke up in the middle of the night the temperature was 25 degrees C That s hotter than most summer days in the UK haha I think I only slept about 3 hours because of the heat Also the lady at reception was verrrry grumpy  Dichtbij de metrohalte Canary Warf close to subway stop Canary Warf 
 The hotel is quite dated and in need of a makeover The temperature control in our room did not work and it was like a sauna rang several times for a member of housekeeping to sort it out After numerous calls someone came and told us it was broken offered to move us but not at 11pm Opened window to cool down the room which meant it was noisy throughout the night  The location of the property easy to travel around London
 It was dirty and the second floor smelled of something putrid I saw a dead body was carried out I think it should be known if we were staying needy to a dead body I asked the staff and they didn t say anything I d like to have known what was going on The smell was disgusting I was planning on staying an extra two days but had to leave I was also woken up at 4am by music next door and then 8pm by cleaners and 10am Far from a good nights sleep No Positive
 Light in hallway on all night Leaked into the room so couldnt sleep Spa pool area was filthy and dated Sauna was unclean with a damp floor as opposed to a wooden one like most saunas are Cost extra to use the gym and spa Paid 119 for the room so this was ridiculous  Desk Staff extremely friendly
 Saturday night the room next door had pre drinks and kept me awake Every morning I was woken by slamming doors and cleaning staff shouting to each other down the corridor  The room may not have had a window but it did have a full wall taken up by an image of a balcony a beach and the sea So I probably had a better view than reality 
 That you have to pay for facilities even though u are a guest in the hotel there shouldn t b an additional charge The facility s of the gym an pool
 Pillows and a toilet in a bedroom This is a 4 star hotel and I had a high expectation However pillows were very uncomfortable and a toilet bowl was very difficult to flush The room was a bit old but to be fair it was a good size and good view Some of members of staff did not khow how to smile to customers Also it was noisy during daytime because there was a building construction nearby 
 The beds are old and not that confy There is no option to open a window No free internet only 20min No mini bar in a room The aircon is dirty and you dont want to turn it on The level of cleanliness is good meaning you can walk barefoot in the room and you want end up with a sticky feet or feet full of dust and similar
 The fact we had to pay for the facilities in the hotel The hotel was very shabby with the lack of investment in the hotel very clearly on show  The only good aspect of the hotel was the location
 Room so small you couldn t walk around the bed without hitting the wardrobe NO WINDOW in room Very stuffy Bed old and furniture dated Room service knocked on door at 8 00am Awful would never stay here again Shower was good
 Unable to alter room temperature which was often over 30oC Adjacent to building site noisy during the day and sometimes through the night too  Reception staff were polite friendly and helpful 
 They told be I had a room without a window never heard of hotel room without window so I upgraded to room with window We had to be moved from the upgraded room at 1 45am as the air con was broken and room was 27 degrees There was no maintenance staff on site to open our window The third room we moved to had people next door as it had adjoining door that started talking and arguing at 5 30am so we basically had no sleep someway to spend our second anniversary You at booking com have a responsibility to us your clients to make sure we get a service for our money 170 And I expect you to get my money refunded I use your service at least 10 times a year so I expect respect from you Regards Tony location
 Air con didn t work properly wouldn t go lower then 16 then kept going up and it was a hot day the staff at swimming pool was she told me it was open till 7 then she came over at 6 30 and told us to get out with a miserable abrupt voice didn t say it nicely at all Nice spacious room not far from train station
 the hotel is old and needs to be refurbished there were broken and missing tiles in the bathroom old drilling holes in the walls and rust from the shower on the tiles in the bathroom location and price are good if you want to be in Canary Wharf
 The room was too hot 27 degrees There was only an ineffectual noisy fan system with which we attempted to cool the room It went down to 26 5 degrees The fan was too noisy and dusty to use for very long No Positive
 The bed wasn t big enough for the size of the room The TV was tiny The hotel needs an overall upgrade The view wasn t great  The room size was impressive The balcony was brilliant 
 Self service carvery dinner a number of food items were gone when we arrived with family and it felt more like a canteen food was basic desert was a little frozen  Room large very comfortable clean view of the river and reception staff very friendly and helpful breakfast very good too 
 The Italian restaurant I had lasagne cannelloni too Both were like a soup sloppy tasted like they d used a jar of sauce to make it I didn t enjoy it at all Location close to canary wharf 
 Nothing  Probably the best hotel we ve stayed at in regards to value for money The room was huge and so clean The breakfast was fresh and something for everyone s taste A brilliant stay and will definitely be back next year for the country to country festival at the o2 arena 
 The temperature needed to be changed in the room as it was too warm but I wasn t able to do that I couldn t use the tv very well awkwardly positioned and very limited channels No HDMI could be used And there was limited sockets in the room  Buffet Breakfast was an awesome idea and I really enjoyed my breakfast The room was a good size room to breathe En suite bathroom was lovely and clean and the staff were all very welcoming 
 Seemed understaffed Waited five minutes to speak to someone at reception no one at the concierge desk at this time then there was a language barrier which was very frustrating mainly at the concierge deskNo Positive
 Hotel music outside the lift could be heard in our room while trying to sleep but turn off immediately by staff when asked  Excellent location Helpful staff Good facilities Relaxing spa 
 Room whilst functional and fine for size and good view was pretty grim Very dated c 1980s pretty tatty and I was very surprised that there wasn t free wifi in the room that s pretty ubiquitous now isn t it  It was the closest hotel to where I was working Good view from the window Room had everything I needed so was fine functionally just lacked any style or quality 
 Rooms without windows Also it was not clearly advised on the site that using swimming and gym in a 4 star hotel was not part of the deal  Room old fashioned style
 Every where i travel have free wifi This hotel gave you 20 minutes or less per devise for your stay And wanted to charge a extra 7 pounds more Everyone in this modern world need to have a good wifi connection  reception staff were very helpful and explained everything well There was no heating on in the room when we arrived And it was very cold day and we requested for the heating to be switched on The housekeeping staff mentioned it was on a timer and did not come on until the evening They did bring us small electric heater which was not really adequate for the room The housekeeping staff could have been more friendly as they seemed not really happy to be working and when asked question they seemed not helpfull 
 Paying for parking as we were staying at the hotel 5 for a tray room service How would your staff carry it without one And 5 to pop the Cork of a wine bottle I m in the wrong job  Bed and location
 Really noisy room must have been near industrial fan or exhaust Bathroom is pretty dated  Excellent location about 5 minutes walk from Westferry Circus Great staff on check in who were helpful and interested Hairdryer ironing board provided 
 missing bulbs on the hall way toilets in the gym and swimming pool not clean although you paid for the room you still pay for swimming which water wasn t the cleanest parking not safe and not clear indication spacious room
 Room really hot cooling not working Hotel is a little tired but served a purpose Paid 126 which I consider expensive The Thursday night would only have been 60 which is a more realistic price  Good location 
 Breakfast is very poor substandard ingredients ie sausages and bacon poor quality Dining room and Common areas dated and not very appealing Room had recently been renovated so better than some of their other roomsNo Positive
 the Italian restaurant menu said pictures were indicative they weren t wrong it wasn t a freshly made pizza it was a factory made one and a poor one at that worst pizza I have ever had by far close to my office staff friendly and swapped me to a different room at no charge 
 We had dinner in the Indian restaurant on site and as we were finished a mouse ran across the restaurant floor There was also an ant in the teat coffee set up in the room No Positive
 Fact they were trying to make myself my partner and 3 year old daughter share a room after I had clearly booked for 2 adults and 1 child They were very reluctant to give us another room but did in the end A room next to a building site that started at 8am fair enough but right next to a crane that made a Lound noise all night with the wind Worse than a dripping tap And our sink kept blocking up  Was clean
 The piped music that echoed throughout the floor all night don t stay in room 115 if you want quiet Great location and extremely cheap for London Room was clean and functional for 1 night
 Dinner was supposed to be a carvery Leek and potato soup was brown and tasted of yesterday s Cabbage Roast beef only vegetables on offer was potato wedges and carrots swede and peas mixed watery gravy Desert was apple crumble tinned apple pretty made crumble packet custard Such a let down  Staff excellent warm and welcoming
 The first room we were given was flooded there was water all over the bathroom floor and despite booking a double room the room had two single beds The second room after going back to reception to ask for a new room was a smoking room and the smell hit us as soon as the door opened Being non smokers this was inconvienient To use the facilities in the hotel pool gym it was an extra charge on top of the price for the room Considering this is a 4 star hotel you d have expected that cost to be included  The staff we dealt with were friendly and the location of the hotel was great 
 Price of the wines were very dear the large glass is not noted in the menu which I hadn t realised I saw two prices and ordered one regular and one large Red Rioja which came to over 21 very expensive and misleading in the menu I mentioned it to the bar maid who s customer service was very poor in comparison to other members of your team who were brilliant She simply shrugged and said that was the price end of  The room was fantastic the windows and decour was beautiful Yes the hotel is a little dated but it was spotlessly clean and for the price we paid was fabulous We will certainly stay again 
 I definitely hated the coffee few options saturated with fat products average service and the Italian restaurant poor artificial food I was able to spot some spider webs in my room which is never a good thing when it comes to cleaning service evaluation  The hotel is beautiful with detail tha makes you feel special We had booked a room with no window but the staff was kind enough to offer an upgrade to executive room at no adictional cost The bed is very confortable with nice view of the river and the hotel is located in safe and beautiful spot in London 15 minutes of Canary Wharf tube station 
 A little outdated and bathroom not that great Maintenance needs to be better kept too  Perfect location overall the hotel looked lovely and rooms were nice and comfortable Good for the price Hotel was easy enough to get to too 
 Room was extremely noisy from lots of clanking from steam pipes presumably DLR was shut all weekend causing long walks or long waits for Bus  Location
 Came back from the theatre to eat at one of the restaurant s that was opened till 1am wasn t happy that you couldn t eat in the restaurant but had a choice of eating in the hotel lounge or take it to the room We took the food to the room and it was delicious would recommend the Italian but the hotel should tell you when the restaurant closes rather than advertising it till 1am  Hotel was a bit dated but added to its character very comfortable and clean Checked in and room was updated to one with a window staff very helpful good choice of breakfast Easy to get to from tube station Would stay again 
 Dirty vents and sink in the bath  I really like the location of the hotel and the view from my room Big rooms and comfy beds The hotel is nice and there are restaurant and pizza and nice lobby 
 The pizzeria restaurant had the worst pizzas I wasn t happy paying 30 and only did so because I was so hungry Not fresh at all and very oily Poor quality Was very disappointed as we d been looking forward to eating pizza all day Could maybe clean windows and revolving doors more often They were filthy  The room was a good size Very very clean Really comfortable bed The cocktails at the bar were amazing Nice and strong and worth 8 Would definitely stay here again
 Old hotel desperately needs an upgrade Other than the prices would not go again Rooms are worn out  Location and price was good Room had a weird smell so we got instantly upgraded to a suite with balcony 
 Shower toilet paper size or the double bed to small No good ahd in the room The shower was terrible it was burning water couldn t adjust the water to a comfortable temperature the air was terrible no good I couldn t sleep like that and toilet paper was awful very harsh glad they supplied a tissues box 
 All mirrors and glass in the main areas needed a good clean Breakfast was nothing special but ok for the price  Bed was superb and the room was very spacious good location 
 I was really surprised that in the era of internet I have to pay additionally to have connection in my room this was the biggest disadvantage especially if you travel for business If I knew this before booking I probably wouldn t choose this hotel Second thing breakfast not the best one typical British one while in International hotel you would expect more options to choose from  Localization was perfect for me since I went there in business Room was comfortable and coffee tea facility useful but poorly equipped 
 The receiptionist was unhelpful and very lazy Whatever I asked him he just stare at me and say he doesn t know He didn t know whether the room comes with a window or not he didn t know why there were price differences He even didn t want to find out any information for me The room condition is ok but there is big cupboard in the room I don t know what is covered by the cupboard it make huge noises in the early morning around 5am Also please be aware this hotel only provide 20 minutes free wifi There was no signal on my phone when I was in the room  The location is great amenities are great Room is clean and newly refurbished 
 There were no vending machines The rooms are dirty as hell Bathroom was nasty with nasty looking markings on the toilet The room was often cold The receptionists were not bothered by any requests to have the room cleaned My stay was less than favorable I will not be returning to this property My earnings are worth some type of politeness and respect I will be filing a formal complaint  The room was filthy to polite The windows were dirty The shower head fell off continuously causing even the bathing a hastle The floor was dirty in the bathroom I asked the receptionist to have the nasty windows cleaned on the inside as I requested and paid extra pound for a smoking room The windows were filled with smoke resin The receptionists seemed not bothered by my request The view was the best however the window was so dirty that I could not see clearly thru the window I will be filing a formal complaint concerning my stay 
 The room could have been cleaned better what looked like spit or poo old stain by the side of the wall near bed and hair in the bath Such a pity as everything else was excellent  Staff at Reception and view from room 
